LotArea,Style,YearBuilt,SqFt,FullBath,HalfBath,Bedrooms,Rooms,SalePrice
8139,2Story,1995,1470,2,1,3,7,165000
9535,2Story,1998,1604,2,1,3,7,195500
9042,2Story,1998,1638,2,1,3,7,192000
15038,2Story,1996,1636,2,1,3,7,173000
14137,1Story,1996,1384,2,0,3,7,177900
21872,2Story,1996,1446,2,1,3,6,175000
6264,1Story,1997,1682,1,1,1,6,247900
10839,2Story,1997,1604,2,1,3,7,181000
11184,2Story,1998,1633,2,1,3,7,183000
8000,2Story,1995,1658,2,1,3,8,188000
10832,2Story,1994,1895,2,1,3,7,194500
14067,2Story,1991,1709,2,1,3,7,185000
13543,2Story,2005,2500,3,1,5,9,355000
11198,2Story,2005,2504,2,1,4,11,325000
15401,1Story,2004,1884,2,0,2,7,387000
31220,1Story,1952,1474,1,0,3,7,115000
47280,1Story,1950,1488,2,1,3,6,133000
20544,2Story,1986,2093,2,1,3,7,215000
12680,1Story,1988,1688,2,0,2,6,226500
12090,1Story,1981,1422,2,0,3,7,175500
10825,1Story,1983,1260,2,0,3,6,181900
18559,1Story,1978,2064,2,0,3,7,235000
14450,1Story,1979,1782,2,0,3,6,220000
12227,2Story,1977,2872,2,1,4,11,272000
13068,1Story,1976,1211,2,0,3,6,161000
15611,1Story,1977,1126,2,0,3,6,175000
10400,2Story,1980,2044,2,1,3,7,185000
9743,2Story,1969,1308,1,1,3,7,146900
12511,2Story,1978,2840,2,1,4,8,292500
10400,1Story,1976,1444,2,0,2,5,159900
10480,2Story,1976,1964,2,1,4,8,205000
10000,1Story,1973,1178,1,1,3,5,157000
14311,2Story,1996,2340,2,1,4,9,306000
9750,1Story,1969,1054,1,1,3,6,151000
7560,1Story,1971,864,1,0,3,5,123000
9477,1Story,1966,892,1,0,3,5,110000
13693,1Story,2007,2464,2,1,4,9,417500
14418,1Story,2007,1950,2,0,2,7,383000
13418,2Story,2006,2748,2,1,4,9,390000
12539,2Story,2005,2790,2,1,4,10,460000
12151,2Story,2005,2331,2,1,3,9,379000
8899,2Story,2007,2088,2,1,4,10,250000
10574,2Story,2004,2332,2,1,4,9,316000
13688,2Story,2003,2668,2,1,3,10,412500
10625,2Story,2003,2046,2,1,3,8,284000
10845,1Story,2003,1575,2,0,2,7,284000
16900,2Story,2001,2649,2,1,4,10,421250
16451,2Story,2003,2690,2,1,4,9,370000
3182,1Story,2007,1266,2,0,2,6,159895
9024,2Story,2004,1515,2,1,3,8,179000
7415,2Story,2004,1593,2,1,3,8,193000
8029,2Story,2005,1456,2,1,3,8,176000
8010,2Story,2002,1720,2,1,3,7,188000
8396,2Story,2003,1986,2,1,4,9,213000
10261,2Story,2000,1792,2,1,3,8,186500
8220,2Story,2000,1892,2,1,3,8,226750
15384,2Story,2004,1490,2,1,3,8,184000
7750,2Story,2002,1414,2,1,3,6,176000
12460,2Story,1999,2322,2,1,4,8,225000
8390,2Story,1999,1651,2,1,3,7,185900
9200,2Story,1998,2630,2,1,4,8,315000
14260,2Story,2000,2198,2,1,4,9,250000
11000,2Story,2000,2172,2,1,4,8,291000
11675,1Story,1998,2006,2,0,2,5,350000
10990,2Story,1996,2125,2,1,4,12,279500
11929,2Story,1995,2501,2,1,4,9,290000
10437,1Story,1995,2113,2,1,2,7,350000
10542,2Story,1993,2418,2,1,3,9,341000
10010,2Story,1993,2197,2,1,4,9,287500
10944,2Story,1994,2127,2,1,3,5,271000
14303,1Story,1994,1987,2,0,2,7,301500
14598,2Story,2007,1933,2,1,4,9,214000
11957,1Story,2006,1574,2,0,3,7,232000
13253,1Story,2006,1578,2,0,3,7,240000
10206,1Story,2007,1563,2,0,3,6,245000
9801,2Story,2007,1861,3,0,3,7,257000
10037,1Story,2006,1460,2,0,3,6,247000
9803,2Story,2005,1768,2,1,3,7,226700
9375,2Story,2003,1992,2,1,3,9,250000
10625,2Story,2005,1958,2,1,3,9,250000
8125,2Story,2007,1665,2,1,3,7,205950
10625,1Story,2007,1660,2,0,3,7,256000
8791,2Story,2003,1728,2,1,3,7,207500
7500,1Story,2004,1080,1,0,3,6,141000
10110,2Story,2003,1696,2,1,3,7,188000
12774,2Story,2003,1663,2,1,3,8,192500
13072,1Story,2005,1175,1,0,3,6,146000
13695,1Story,2004,1114,1,1,3,6,159000
13695,1Story,2003,1114,1,0,3,6,155000
8366,2Story,2004,1640,2,1,3,6,173000
9260,1Story,2007,1162,2,0,3,6,170000
8453,2Story,1995,1609,2,1,3,6,182000
8480,2Story,1993,1680,2,1,3,7,163000
8125,1Story,1994,1679,2,0,3,7,193500
14565,2Story,1994,1657,2,1,3,6,189000
8450,2Story,2001,1677,2,1,3,7,190500
8285,2Story,1992,1737,2,1,3,7,175000
7153,1Story,1991,1294,2,0,3,6,179200
9291,2Story,1993,1710,2,1,3,7,187000
9100,1Story,1963,984,1,0,3,5,128000
12968,1Story,1962,912,1,0,2,4,144000
8100,1Story,1961,864,1,0,3,5,135000
6768,1Story,1961,912,1,0,3,5,142000
19508,1Story,1974,1430,2,0,3,6,192000
9205,2Story,1990,2683,2,1,4,9,290000
10646,2Story,2001,1789,2,1,3,7,223000
11120,1Story,1984,1232,2,0,3,6,162500
24572,2Story,1977,2944,2,2,3,9,150000
16280,1Story,1976,1671,3,0,3,6,290000
7500,2Story,2002,1812,2,1,3,7,205000
10400,1Story,1970,1682,2,0,3,7,174000
11050,1Story,1968,1740,1,1,4,8,150000
15387,1Story,1967,1620,2,0,4,8,215000
10800,2Story,1974,2614,2,1,4,9,240000
8814,2Story,1968,1464,1,1,4,7,141000
8872,1Story,1965,912,1,0,2,5,147000
8125,1Story,1965,925,1,0,3,5,135000
13355,2Story,1971,1670,1,1,4,7,170000
8963,2Story,1976,2715,3,1,4,11,299800
9120,2Story,1974,1876,2,1,4,8,185000
9130,2Story,1966,1632,1,1,4,7,173000
9900,2Story,1968,1978,2,1,4,9,176000
7785,1Story,1956,1014,1,0,2,6,98000
8593,1Story,1957,907,1,0,3,5,109008
8475,1Story,1956,952,1,0,2,4,135750
8700,1Story,1963,1128,2,0,3,6,155000
10175,1Story,1964,1425,2,0,3,7,180500
9200,1Story,1965,1136,1,0,3,5,140000
8250,1Story,1964,1092,1,0,3,6,145000
10007,1Story,1959,1053,1,1,3,5,145500
10721,1Story,1959,1252,1,0,3,7,142000
12493,1Story,1960,1100,1,0,3,6,141000
11332,1Story,1960,1118,1,0,3,6,153000
6627,1Story,1949,720,1,0,2,4,72500
4130,1Story,1935,729,1,0,2,5,52000
9600,1Story,1960,1496,2,0,3,6,141500
9600,1Story,1950,1337,1,0,3,7,141500
7584,1Story,1953,1036,1,0,3,5,112900
13700,2Story,1965,1820,1,2,4,8,201800
7875,1Story,1961,1144,1,0,3,6,139950
14670,2Story,1966,1988,2,1,4,9,227000
7390,1Story,1955,1098,1,0,3,6,135000
7763,1Story,1962,1283,1,0,3,6,140000
8856,1Story,1957,1176,1,0,3,6,136500
9840,1Story,1959,1440,2,0,2,7,185000
9120,1Story,1958,1261,1,0,3,6,163000
13200,1Story,1958,1570,1,0,3,5,166800
9000,1Story,1956,1196,1,0,2,6,139000
11900,1Story,1957,1392,1,1,3,6,166000
9464,1Story,1958,1080,1,0,3,5,136000
10425,1Story,1956,1104,1,0,3,5,133000
11556,1Story,1952,882,1,0,2,4,116000
9373,1Story,1953,1152,1,1,3,6,137500
12774,1Story,1953,950,1,0,2,5,130000
14250,1Story,1957,1790,2,0,3,6,180000
7677,1Story,1953,773,1,0,2,4,110000
8838,1Story,1957,1764,2,1,4,7,1.00E+05
10122,1Story,1948,869,1,0,1,3,89900
5400,1Story,1940,672,1,0,2,4,86900
9247,2Story,1962,1716,1,1,4,8,171000
10180,1Story,1968,1044,1,1,3,5,139000
11355,1Story,1958,1312,1,1,3,6,186000
10920,1Story,1960,1253,1,1,2,5,157000
27650,1Story,1960,2069,2,0,4,9,242000
8892,1Story,1953,910,1,0,3,5,116000
7200,1Story,1951,876,1,0,2,5,94000
7200,1Story,1950,1048,1,0,3,7,98300
8000,1Story,1959,1256,1,1,3,6,159000
8000,1Story,1962,1027,1,0,3,6,125900
7931,1Story,1960,1269,1,1,3,6,155000
7200,1Story,1954,825,1,0,2,4,109500
7056,2Story,1963,1796,1,1,4,8,140000
9760,2Story,1964,1611,1,1,4,7,167900
9836,1Story,2008,1133,1,0,3,7,143000
5232,1Story,1925,764,1,0,2,4,73000
10440,2Story,1904,1539,2,0,3,8,157500
4800,2Story,1910,1360,1,0,2,6,111000
4800,1Story,1940,672,1,0,2,4,64000
5400,1Story,1920,1027,1,0,2,5,120000
6756,1Story,1910,899,1,0,2,5,78000
6000,1Story,1948,789,1,0,2,5,115000
12000,1Story,1948,1122,1,0,2,6,147000
7311,1Story,1946,407,1,0,1,3,46500
6000,1Story,1957,928,1,0,3,5,112500
6000,1Story,1954,901,1,0,2,4,107900
12205,1Story,1949,1588,2,0,5,6,65000
5350,2Story,1920,1450,1,0,3,7,132000
6000,2Story,1905,1540,1,1,3,7,129400
9600,2Story,1928,1378,2,0,3,7,161000
5250,2Story,1872,2358,2,0,4,8,122000
10800,2Story,1890,2495,2,0,5,10,184000
9750,1Story,1959,984,1,0,2,5,110000
12702,1Story,1956,882,1,0,2,4,97000
8516,1Story,1958,1093,1,0,2,5,115500
7111,1Story,1928,1143,1,0,2,5,138000
9100,1Story,1930,935,1,0,2,4,79500
5870,2Story,1900,1290,1,1,3,6,106900
6000,1Story,1924,949,1,0,2,5,119000
6120,1Story,1945,808,1,0,1,6,81300
6120,2Story,1923,1902,2,0,4,7,123500
6155,2Story,1920,1362,2,0,3,6,128000
6324,1Story,1927,520,1,0,1,4,68500
10267,1Story,1918,838,1,0,2,5,130000
5100,2Story,1925,1666,1,0,3,7,161000
6291,1Story,1930,768,1,0,1,4,93850
7200,1Story,1925,1040,1,0,2,5,127500
8235,1Story,1955,825,1,0,2,4,125000
9488,1Story,1947,1054,1,0,3,6,124000
8250,1Story,1968,1211,1,0,3,5,134000
11200,1Story,1965,1040,1,0,3,5,129500
7162,1Story,1966,904,1,0,3,6,109900
10265,1Story,1967,992,1,0,3,6,145000
9764,1Story,1967,894,1,0,3,5,130000
9981,1Story,1967,1073,1,0,3,6,120000
9000,1Story,1959,1006,1,0,3,5,80000
8544,1Story,1966,1228,1,1,3,6,149350
9239,1Story,1963,960,1,0,3,6,144900
14175,1Story,1956,1188,1,0,1,4,185000
13284,1Story,1954,1383,1,0,3,6,165000
13500,1Story,1960,1252,1,0,1,4,235000
10200,1Story,1940,672,1,0,2,4,108000
2887,1Story,1996,1291,1,0,2,6,173000
10005,2Story,1977,2022,2,1,4,8,192000
20270,1Story,1979,1524,2,0,3,7,245000
39104,1Story,1954,1363,1,0,2,5,241500
53227,1Story,1954,1663,1,0,2,6,256000
10452,1Story,1953,1094,1,0,3,5,155000
19550,1Story,1940,1518,1,0,2,5,260000
9571,1Story,1956,1509,1,0,3,6,159900
9360,2Story,1962,1269,1,1,3,7,134500
11839,2Story,1990,2329,2,1,4,10,262280
9771,2Story,1995,2814,2,1,4,9,260000
9938,1Story,1994,1626,2,1,3,7,226500
14171,2Story,1993,2200,2,1,4,9,225000
9345,1Story,2007,1615,2,0,3,7,248500
11778,1Story,2008,2276,2,0,3,7,475000
11228,2Story,1993,2097,2,1,3,9,228000
11500,1Story,1966,1643,2,0,2,6,195000
12798,2Story,1997,1688,2,1,4,8,2.00E+05
9750,1Story,1994,990,1,0,3,5,155000
9525,1Story,1995,1099,1,1,3,6,144000
9245,1Story,1994,990,1,0,3,5,145000
8696,1Story,1997,1418,2,0,3,5,226001
13142,2Story,1997,1771,2,1,3,6,215700
8998,2Story,2000,1652,2,1,3,6,207500
9179,2Story,1999,1790,2,1,3,7,193000
8924,2Story,1998,1724,2,1,3,8,188000
9382,1Story,1999,1479,2,0,3,6,191000
12803,1Story,2002,1494,2,0,3,6,221000
12435,2Story,2001,1792,2,1,3,7,231500
12192,2Story,2000,1823,2,1,3,6,235000
11250,2Story,2001,1786,2,1,3,6,223500
9200,1Story,1975,938,1,0,3,5,130250
12250,1Story,1978,1174,1,0,3,5,158000
9216,1Story,1975,1076,1,1,3,5,143195
14330,1Story,1975,1558,2,0,2,5,163000
7990,1Story,1975,924,1,0,3,5,110000
7180,1Story,1972,864,1,0,3,5,127000
7200,1Story,1972,780,1,0,2,4,124900
9742,1Story,2002,1795,2,0,3,7,230000
9473,2Story,2002,2031,2,1,3,7,237000
10316,2Story,2000,1865,2,1,3,7,235000
10400,2Story,2001,2161,2,1,3,8,230500
9066,2Story,1999,1852,2,1,3,7,230000
11404,2Story,1998,2031,2,1,3,8,222500
9240,2Story,2001,2263,2,1,3,7,287000
9720,2Story,2001,1947,2,1,3,7,274000
14860,1Story,2002,1786,2,0,3,6,3.00E+05
11250,2Story,2002,2290,2,1,4,9,255900
8158,2Story,2003,1768,2,1,3,8,224900
10905,2Story,2003,2327,2,1,4,9,240000
7226,2Story,2003,1640,2,1,3,6,183000
11690,2Story,1999,1764,2,1,3,7,207000
8750,2Story,1994,1908,2,1,4,8,210000
13125,1Story,1997,1493,2,0,3,7,208900
9135,1Story,2002,1536,2,0,3,7,214000
8450,2Story,2003,1710,2,1,3,8,208500
9750,1Story,2004,1445,2,0,3,6,186500
8450,1Story,2004,1436,2,0,3,8,210000
8320,2Story,2004,1582,2,1,3,6,185900
11049,1Story,2007,1234,2,0,3,7,179900
11058,1Story,2007,1564,2,0,3,6,218836
9627,1Story,2007,1361,2,0,3,6,193000
8199,2Story,2005,1456,2,1,3,7,189000
8777,1Story,1910,796,1,0,2,4,85000
9937,1Story,1965,1256,1,1,3,6,147500
6500,1Story,1976,1127,1,1,3,6,135000
13907,1Story,1940,996,1,0,3,6,108000
6931,2Story,2003,1656,2,1,3,7,165400
7200,2Story,1976,1398,1,1,3,6,160500
7024,1Story,2005,1132,1,1,2,5,176000
47007,1Story,1959,3820,3,1,5,11,284700
9520,1Story,1953,930,1,0,2,5,99000
5604,1Story,1925,864,1,0,2,5,98000
8248,1Story,1914,864,1,0,2,5,67000
12155,2Story,1925,1482,2,0,4,7,140000
7290,1Story,1921,1424,2,0,2,7,168000
8525,2Story,1911,1964,1,1,4,7,130000
9842,2Story,1921,2601,3,1,4,8,189000
8969,2Story,1926,1316,1,0,2,6,145000
15576,2Story,1915,1680,2,0,4,8,177000
6292,1Story,1930,790,1,0,2,4,91000
7609,2Story,1925,1512,2,0,3,7,231000
9650,2Story,1923,1603,1,0,4,7,138000
7200,2Story,1931,1502,1,1,3,6,149000
11988,2Story,1934,1660,1,1,3,6,188700
7801,1Story,1951,1091,1,0,2,5,104000
9670,2Story,1935,1873,1,1,4,9,257076
26073,1Story,1956,1898,2,1,3,7,236500
14778,1Story,1954,1640,1,0,3,7,224000
7000,1Story,1926,919,1,0,2,5,126000
3636,1Story,1922,796,1,0,2,5,55000
5890,1Story,1930,816,1,0,2,5,120500
6900,1Story,1940,778,1,0,2,4,120500
7392,1Story,1930,912,1,0,2,5,99500
14584,1Story,1952,733,1,0,2,4,13100
5280,2Story,1895,1361,1,0,2,6,89000
8500,2Story,1920,1317,1,0,3,6,40000
9000,2Story,1920,864,1,1,3,5,65000
23730,1Story,1996,2032,3,0,3,7,3.00E+05
13265,1Story,2002,1689,2,0,3,7,271000
11050,2Story,1996,1820,2,1,3,8,213000
10125,1Story,1977,1279,2,0,3,6,171500
9990,1Story,1991,1689,2,0,3,6,228500
11563,1Story,2006,1537,2,0,3,8,294000
12890,1Story,1989,1495,2,0,3,8,150000
12416,1Story,1986,1651,2,0,3,7,184000
18265,1Story,1986,1256,2,0,3,6,180000
11202,1Story,2003,1440,2,0,3,7,232500
7915,1Story,1999,1675,2,0,3,6,195000
12244,2Story,2003,2262,2,1,4,10,305000
11449,1Story,2007,1728,2,0,3,7,298751
11447,1Story,2005,1964,2,1,3,7,370000
9278,1Story,2007,1092,1,0,2,5,146000
17979,1Story,1968,1160,1,0,3,6,152500
21750,1Story,1954,988,1,0,2,4,113000
6490,1Story,1983,816,1,0,2,4,128500
6951,1Story,1984,923,1,0,3,5,119500
6600,1Story,1982,816,1,0,3,5,130500
6600,1Story,1982,816,1,0,2,4,138000
6600,1Story,1982,845,1,0,3,6,134500
12395,1Story,1984,889,1,0,3,6,137500
11075,2Story,1969,1968,2,1,4,7,172000
10667,1Story,1971,1587,2,0,3,7,167300
10628,1Story,1970,1277,1,0,2,5,167000
13651,1Story,1973,2223,2,0,3,8,244000
15865,1Story,1970,2217,2,0,4,8,268000
12394,2Story,2003,1733,2,1,3,7,225000
10364,2Story,1995,1572,2,1,3,7,168000
13869,2Story,1997,1470,2,0,3,6,177000
8773,2Story,1997,1600,2,1,3,7,169000
8637,2Story,1999,1714,2,1,3,7,180000
7875,2Story,1996,1553,2,1,3,6,178750
7875,1Story,1995,1253,2,0,3,6,176000
7500,2Story,1999,2299,3,1,5,7,204000
9556,1Story,1992,1187,2,0,3,6,160000
7655,2Story,1993,1642,2,1,3,7,168000
18160,1Story,1964,1128,1,0,3,6,154204
14157,1Story,2005,1922,2,0,3,8,377426
12328,2Story,2005,2541,3,1,4,10,349265
14082,1Story,2006,2234,1,1,1,7,441929
12546,1Story,1981,1440,2,0,3,7,182900
12090,2Story,1981,1479,2,1,3,6,176000
12299,1Story,1978,1664,2,0,3,7,213000
11339,2Story,1979,1930,2,1,4,9,192000
11952,2Story,1977,1969,2,1,3,8,190000
12046,2Story,1976,2030,2,1,4,8,195000
11850,1Story,1984,1177,2,0,3,6,151500
10400,1Story,1979,1353,2,0,2,5,192350
10793,2Story,1969,1620,2,1,4,7,152000
13001,1Story,1971,1220,2,0,2,6,170000
12243,1Story,1971,1484,2,0,3,7,175000
11700,2Story,1968,1743,1,2,3,7,175000
12384,2Story,1976,1935,2,1,3,7,197900
8000,2Story,1974,1877,2,1,4,8,178900
10530,1Story,1971,981,1,1,3,5,143250
7472,2Story,1972,1479,1,1,4,7,184000
9457,1Story,1970,1422,1,0,3,7,155000
7920,1Story,1970,914,1,0,3,5,133000
9758,1Story,1971,950,1,0,3,5,119500
8294,1Story,1971,872,1,0,3,5,123000
7340,1Story,1971,858,1,0,2,4,110000
9000,1Story,1971,864,1,0,3,5,120500
7150,1Story,1966,988,1,0,3,5,129250
15431,1Story,2005,2046,2,1,2,7,450000
13693,2Story,2006,2643,2,1,3,9,380000
11428,1Story,2006,1634,2,0,3,7,250000
13654,2Story,2005,2758,2,1,4,9,418000
9591,2Story,2004,2473,2,1,4,9,317000
13615,1Story,2006,1802,2,1,3,7,372000
13069,2Story,2004,2956,2,1,5,11,342000
12099,2Story,2004,2468,2,1,4,10,354000
14277,2Story,2003,2385,2,1,3,7,350000
11999,2Story,2003,2374,2,1,4,10,285000
9926,1Story,2005,1614,2,0,3,7,245700
9254,1Story,2005,1721,2,0,3,7,232698
10237,2Story,2005,1536,2,1,3,6,176000
12216,1Story,2005,1326,2,0,3,6,203000
14572,1Story,2004,1530,2,0,3,7,259000
11796,2Story,2004,1959,2,1,4,8,215000
8244,2Story,2004,1720,2,1,3,7,183500
7875,2Story,2003,1948,2,1,4,8,211000
8063,2Story,2000,1690,2,1,3,7,181000
8740,2Story,2002,1995,2,1,4,8,219500
7917,2Story,1999,1647,2,1,3,7,175000
7750,2Story,2003,1320,2,1,3,6,162000
9487,2Story,2000,1690,2,1,3,7,187000
9649,2Story,1999,1644,2,1,3,7,185000
12191,2Story,1997,2551,2,1,4,8,384500
11000,2Story,2000,2285,2,1,4,8,248000
11400,1Story,2001,2633,2,1,2,8,466500
10557,2Story,1998,3078,2,1,4,9,410000
11002,2Story,1998,2582,2,1,4,9,322500
10790,2Story,1998,2385,2,1,4,8,252000
21535,2Story,1994,4316,3,1,4,10,755000
9920,2Story,1996,2013,2,1,3,8,269790
11787,2Story,1996,2398,2,1,3,8,315750
9950,2Story,1995,2520,2,1,4,9,290000
12257,2Story,1995,2531,2,1,4,9,290000
12692,1Story,1992,3228,3,0,4,10,430000
11762,2Story,1992,2202,2,1,4,9,263000
9044,2Story,1996,2538,2,1,4,8,330000
11670,1Story,2006,1905,2,0,3,8,320000
15256,1Story,2007,1464,2,0,3,6,282922
10612,1Story,2006,1534,2,0,3,7,215000
13501,1Story,2006,1636,2,0,3,8,255000
10000,1Story,2006,1588,2,0,3,7,227000
8847,1Story,2005,1538,2,0,3,7,260000
8251,1Story,2005,1506,2,0,3,7,249000
10084,1Story,2004,1694,2,0,3,7,307000
9605,2Story,2006,1977,2,1,3,7,250000
8778,2Story,2006,1830,2,1,3,7,221300
9000,2Story,2006,1959,2,1,3,8,270000
11096,1Story,2006,1656,2,0,3,7,249700
11824,1Story,2006,1685,2,0,2,5,253000
10625,2Story,2004,2443,2,1,4,9,265000
11143,2Story,2004,2466,3,0,4,8,340000
7500,1Story,2006,1143,1,1,3,5,147000
12450,1Story,2003,1094,1,0,3,6,149000
7441,1Story,2006,1486,2,0,3,7,181000
8462,2Story,1994,1721,2,1,3,7,201000
11613,2Story,1993,1820,2,1,3,7,191750
8450,1Story,2000,1349,2,0,3,6,179000
16196,1Story,1998,1494,2,0,3,5,215000
6285,1Story,1977,894,1,0,2,5,120750
8480,1Story,1963,970,1,0,2,5,132500
7420,1Story,1962,1057,1,0,3,6,132000
7758,1Story,1962,999,1,0,3,6,132500
6970,1Story,1961,1120,1,1,3,5,129000
13673,1Story,1962,1696,1,1,3,8,143900
7476,1Story,1968,1040,1,1,3,5,145000
9945,1Story,1961,988,1,0,3,5,128500
6173,1Story,1967,902,1,0,3,6,125500
19522,2Story,1990,2503,2,1,3,7,3.00E+05
17542,2Story,1974,2167,2,1,3,9,294000
10751,1Story,1974,1037,1,0,2,5,129000
12712,1Story,1973,1055,1,0,2,5,147000
9572,2Story,1990,2810,2,1,4,9,302000
7399,2Story,1997,1950,2,1,3,7,239000
8010,2Story,2003,2048,2,1,3,8,301000
8413,2Story,1998,2362,2,1,3,8,312500
12000,1Story,1980,2362,2,1,3,8,255000
10768,1Story,1976,1437,2,0,3,6,218000
9600,1Story,1976,1262,2,0,3,6,181500
17778,1Story,1981,2497,2,0,2,7,373000
7050,2Story,2001,1929,2,1,3,7,226000
8000,2Story,1970,2411,2,1,4,8,240050
11700,1Story,1968,1295,1,1,3,6,164000
11358,1Story,1972,1610,2,0,3,8,185000
9547,1Story,1993,1594,2,0,2,6,188500
10530,2Story,1993,2075,2,1,3,8,255000
10738,1Story,1966,1093,2,0,3,6,158500
9600,1Story,1973,1242,1,1,3,6,175500
8050,1Story,1967,1107,1,0,3,5,127000
10355,1Story,1967,1214,2,0,3,5,143000
10289,1Story,1965,1073,1,1,3,6,156000
9503,1Story,1958,1344,1,0,2,6,144000
12342,1Story,1960,1422,1,0,3,6,139900
12772,1Story,1960,958,1,0,2,5,151500
7535,1Story,1958,912,1,0,2,5,120000
7450,1Story,1956,1074,1,0,2,6,124000
8339,1Story,1959,882,1,0,3,5,106500
8243,1Story,1961,964,1,0,3,5,137500
8680,1Story,1960,894,1,0,3,5,117600
8800,2Story,1964,2154,2,1,5,8,224500
11382,1Story,1964,1374,1,0,3,7,147000
22002,1Story,1959,1652,1,1,3,6,2.00E+05
14585,1Story,1960,1429,1,0,3,7,181900
7388,1Story,1959,1327,1,0,3,7,150750
8280,1Story,1950,932,1,0,2,4,124000
5000,1Story,1946,334,1,0,1,2,39300
5000,1Story,1946,666,1,0,2,4,64500
9500,2Story,1964,1977,1,1,4,9,165000
9600,1Story,1955,1150,1,0,2,6,144000
9480,2Story,1942,1644,1,1,3,7,146500
8760,1Story,1957,936,1,0,2,4,141000
6860,1Story,1956,1008,1,0,3,6,131000
8176,1Story,1958,1056,1,0,3,6,139000
9250,1Story,1954,1056,1,0,3,6,139400
11988,1Story,1957,1244,1,1,3,6,150000
9100,1Story,1960,1144,1,0,3,6,120000
9736,1Story,1957,1721,1,0,4,8,174850
9770,1Story,1957,922,1,0,2,5,116000
10152,1Story,1956,1048,1,0,3,6,135000
12155,1Story,1970,1657,2,0,3,7,163500
10050,1Story,1955,1216,1,0,3,5,129500
11556,1Story,1953,1154,1,1,3,6,142000
10950,1Story,1952,948,1,0,2,5,125000
7942,1Story,1953,1040,1,0,3,6,136000
8923,1Story,1953,1008,1,0,2,6,134500
8540,1Story,1956,925,1,0,3,5,127000
8400,1Story,1955,925,1,0,3,5,116900
13300,1Story,1956,928,1,0,2,4,132000
15783,1Story,1952,924,1,0,2,6,112500
21281,2Story,1935,3086,3,1,4,9,301600
10800,1Story,1927,968,2,0,4,5,64500
10800,2Story,1895,1534,1,1,3,6,148000
5400,1Story,1920,691,1,0,2,4,86000
8300,1Story,1968,952,1,0,3,5,128500
11606,2Story,1969,2080,1,2,5,9,135000
11664,1Story,1948,1082,1,0,2,5,119200
7200,1Story,1950,988,1,0,3,6,119000
7200,1Story,1950,1238,1,1,3,6,102000
7200,1Story,1950,864,1,0,3,5,129000
7000,1Story,1960,1134,1,0,2,6,135000
7500,1Story,1959,1040,1,0,3,6,152000
7315,1Story,1958,1170,1,0,3,6,140000
7903,1Story,1960,1242,1,1,3,6,152000
8000,1Story,1960,1377,1,0,3,6,156500
7000,1Story,1961,925,1,0,3,7,99000
9760,2Story,1964,1851,2,1,3,7,187000
7590,2Story,1962,1812,2,0,4,8,169500
6600,1Story,1962,864,1,0,2,5,125500
6978,1Story,1926,960,1,0,2,5,103000
9600,2Story,1910,1432,2,0,2,7,132000
4480,1Story,1922,1022,1,0,2,4,89500
3153,1Story,1920,967,1,0,2,5,99900
10800,1Story,1885,1047,1,0,2,6,1.00E+05
7200,1Story,1940,1072,1,0,2,5,130000
5925,1Story,1937,1131,1,0,2,7,89471
6000,1Story,1920,960,1,0,2,5,108500
9639,2Story,1900,1798,2,1,4,7,137000
3880,1Story,1945,866,1,0,2,4,110500
8520,1Story,1923,968,1,0,2,5,1.00E+05
10337,2Story,1910,1772,2,1,3,7,184900
9863,2Story,1927,1642,1,1,4,9,145000
4571,2Story,1910,1232,1,0,3,6,114000
9900,2Story,1880,2210,2,0,5,8,117500
3600,2Story,1930,1358,1,1,3,6,124500
5400,1Story,1926,1616,2,0,3,5,152000
10800,2Story,1890,2554,1,1,3,8,159500
8626,1Story,1956,968,1,0,2,5,104500
6854,1Story,1925,1060,1,0,1,6,136500
8731,1Story,1920,1167,1,0,3,6,144000
6000,2Story,1939,1232,1,1,3,6,128000
6120,2Story,1920,1513,1,1,4,8,137500
6180,1Story,1926,986,1,0,2,5,102000
7755,2Story,1918,2264,2,1,4,8,2.00E+05
13515,2Story,1919,1824,1,0,3,8,180500
8730,2Story,1915,1396,1,0,3,7,153575
5700,2Story,1929,1344,1,1,3,6,140000
6882,2Story,1914,1355,1,1,3,7,127000
9780,2Story,1950,1952,1,1,4,8,212300
4800,1Story,1916,1196,1,0,2,5,109900
12888,2Story,1937,2267,1,1,3,7,219000
14299,1Story,1964,1005,1,0,3,5,115400
7943,1Story,1961,1029,1,0,3,5,118500
11677,1Story,1966,1040,1,0,3,6,123000
7094,1Story,1966,894,1,0,3,5,125000
8978,1Story,1968,948,1,0,3,6,108000
8665,1Story,1968,897,1,0,3,5,115000
8398,1Story,1967,943,1,0,2,5,134500
7742,1Story,1966,955,1,0,3,6,127000
8724,1Story,1968,894,1,0,3,5,129000
8197,1Story,1977,1285,1,1,3,7,143500
8169,1Story,1966,912,1,0,3,6,129000
14175,1Story,1956,1375,1,0,3,6,187000
16779,2Story,1920,2654,3,0,4,11,158000
25339,1Story,1918,1416,2,0,3,7,112000
11375,1Story,1954,1299,1,0,3,6,150000
115149,1Story,1971,1824,2,0,2,5,302000
11075,1Story,1984,1522,2,0,3,7,182000
10029,2Story,1988,2060,2,1,4,8,211000
17541,1Story,1948,1325,2,0,3,6,216000
